userName,content,at
Riz Kanita,"Woii..kamu niat gak sih bikin aplikasi ini kok sy udah daftar 2 nomor hp saya yg berbeda dan email semua sukses pd saat join daftar ,masalahnya trouble ada di login pdhl waktu daftar join sukses semua giliran mau login ga bisa...anehh..aplikasi guoblokk taiii",2021-12-21 08:37:47
Denny Setiawan,Atur passcode ga bisa bisa,2021-12-21 08:32:16
Majalah Boboanak,OTP incorrect mulu pdhl udah bener. Susah juga yg mau daftar🥲,2021-12-21 02:48:23
Christabella Ayu renata,Ga bisa daftar,2021-12-20 19:31:22
Ali Avianto,Servernya Eror nih perbaikin dlu,2021-12-20 18:47:04
sylvia purnama sari,"Mau tnya untuk order lgsg mlalui apk ini,hny di daerah jakarta dan skitaranya??bisa tidak order lgsg lwat apk ini utk daerah lampung???",2021-12-20 18:23:45
Bunga Nabila,Setelah berhasil daftar Mala keluar sndri trus pas dibuka lg Mala stuck di logo awal doang gimna dong😔,2021-12-20 17:44:20
Eva Maulinda,"Halo pihak starbucks, kenapa yaa saya gabisa sign in? Tulisannya something wrong terus padahal saya sudah daftar klik join dan sucsses tulisannya. Pas mau sign in gabisa?",2021-12-20 17:16:30
Diera,Niat engga sih ngasih reward. Engga profesional untuk sekelas starbucks,2021-12-20 17:15:28
Anggit Prawita,"Aplikasi gagal, harus banyak perbaikan, gak recomended sih untuk sekelas starbucks",2021-12-20 17:15:08
linda dewi26,"Ribett sekali, pengguna baru nggak bisa loginn",2021-12-20 17:09:58
Muhammad Dandi48,Aplikasi ga bisa dibuka smpah.,2021-12-20 16:54:32
rizky dhova,Aplikasi apaan si login aja susah bet,2021-12-20 16:17:11
Tuti Nopika,Kesel banget ama apk ini eror terus ga bisa log in sama sekali!!🙄🙄,2021-12-20 15:48:24
tiwi 091113,"sudah daftar pas mau login sama pasword internal server error,tolong dong diperbaiki aplikasinya",2021-12-20 15:27:51
Putu Dimas Budiasa,LOL banyakan error,2021-12-20 15:13:15
Milla Rahayu,G bsa log in,2021-12-20 15:06:41
Gerald Tuan,Apa apaan saya baru download gabisa login dengan alasan server error gimana si,2021-12-20 15:00:27
Aditya Pratama,Login gagal? Pengguna baru ga diterima disini bro,2021-12-20 14:51:21
Pramudia Annisa R,"Saya baru daftar, udh berhasil dapat balasan email, trus pas saya mau log in knp gak bisa ya ?",2021-12-20 14:48:29
Farah Nadiah Syakirah,Kok udh forgot Password tp gak ada email buat resetnya ya,2021-12-20 14:12:54
Indrik Widianto,"Aplikasi jelek, sudah joint, tapi saat login selalu dibilang invalid username/password",2021-12-20 14:07:59
desi ayu Puspitaningrum,"Baru buka aplikasi nya udh eror,,dr smlm udh dicoba bbrpa kali ttp ga bisa",2021-12-20 12:48:37
Fakhrusy Syarikin,ada promo sampai tanggal 30 Desember kan min?,2021-12-20 12:46:56
wahyu yudi,"Ketika melakukan registrasi terdapat notifikasi gagal karena internal server error, tp saat dilakukan registrasi ulang tidak dapat karena email/no telp sudah terdaftar, tapi dicoba lupa password juga tidak masuk di email.",2021-12-20 12:44:54
wira wahyu,kenapa saya mengalami kesulitan untuk login padahal emaik dan pw sudah benar,2021-12-20 12:39:10
Anne Harayanti,"Email nya udah pas, waktu mau sign up eh ga bisa pass nya jg udah pas",2021-12-20 12:38:08
ahmed islah,server eror trus kalo mau login,2021-12-20 12:34:57
Nabila ayu Hningratri,Bru aja buat akun pas mau login malah gbs pdhal email sm password sama. Jelek bgt apknya tlg dibantu ya,2021-12-20 12:09:13
Bagus Putra,"Gak bisa login gimana lah udah daftar, sistem error terus",2021-12-20 11:55:38
Aryadjaki Perwira,code referrel nya apa ya,2021-12-20 11:51:38
Wahida Ardiansyah,"tolong di perbaiki app nya, gak jelas ribet bgt, sudah berhasil join pas mau sigh up email atau pwd salah terus. Capek 👎",2021-12-20 11:42:27
Zaskya Humairah,ribet,2021-12-20 11:12:41
Sukamto Kamto,Saya ingin daftar kok servis gangguan terus iya knpa kira²,2021-12-20 10:50:49
Dika putra,Ga bisa login.. notifikasi nya internal eror..keburu abis promonya..hehe,2021-12-20 10:45:57
Arista Yoga,Ga bisa daftar akun,2021-12-20 10:43:53
Nur Hikmah,Saya tidak bisa masuk ke akun pribadi saya,2021-12-20 10:38:40
Harinta Wahyufebianti,APLIKASI NYA NIPU,2021-12-20 10:38:00
Nadhea S,Udh join now tapi gak nerima2 email dan pas sign in gak bisa2:(,2021-12-20 10:23:58
Little Sweet,"Pendaftaran akun sudah berhasil, akan tetapi pada saat sign in muncul kata ""Internal Server Error"" itu terus. Tolong diperbaiki secepatnya ya, terimakasih 😊",2021-12-20 10:03:20
Fadillah Ikhsan,Aplikasi cacad udh berhasil daftar malah ga bisa masuk.,2021-12-20 09:55:29
Ryan Pangestu,difficult to login sometimes,2021-12-20 09:49:36
Nabilla Aura,gabisa login. internal sever error mulu ckckck. gabisa login tiba2 ada tulisan akun gue diblock. aneh banget. dari 2 tahun lalu juga gue uda pake app ini dan ternyata masih sama masalahnya. gaada perkembangan.,2021-12-20 09:44:15
Yusuf_ proffy,Server error teross kenapa yee?,2021-12-20 09:38:47
Nova Dini,"Mau join aja susah banget , internal eror trus 😌",2021-12-20 09:13:15
Rachmanda Nurulita,BENER BENER ANEH BANGET NI APLIKASI. UDAH MASUKIN KODE OTP YG BENER BERKALI2 TETEP AJA GAK BISA LOGIN. CCD,2021-12-20 08:27:25
Amay Sarah,"Ribet daftarnya gak bisa2, email saya belom pernah daftar sama sekali. Males ahh uninstal bae",2021-12-20 08:22:32
Al Irham Mulloh,"Mau masuk ribet bgt, Padahal sudah finish tinggal Masuk suruh verif kode lewat email, setelah dapat kode dari email, di masukin kode nya ga bisa, katanya ga valid, HELOOOO itu kan yg ngirim kode nya juga Starbucks, di masukin td ga valid terus katanya, ANJJingg Nyesel bgt download nya, buang2 waktuuu!!!!",2021-12-20 06:55:14
Artha Kresna,Internal server error mulu,2021-12-20 05:17:43
JERRYTA KRISTIANI,Uda dftr tp mau log in gak bisa2.. bikin oasw utk log in malah katanya no connection.. aneh,2021-12-20 03:13:31
Riska Anggraeni,"Udah bikin akun tapi ga bs sign in,😞",2021-12-20 01:16:41
faqih hidayst,"Login aja susah banget tolong ditimgkatkan lagi, Progammernya tolong kerja yang bener",2021-12-20 00:41:10
Geri Chand,Sudah join..pas mau masuk eh eror Mulu... kecewa,2021-12-19 23:56:51
choco bae,Gk bisa signup loooohhh huuuffttt,2021-12-19 23:08:54
Yuliana Ni'matul Khasanah,gk bisa login,2021-12-19 23:07:27
khoirunnisa septiyani,"Haloooo ini kenapa trouble di sign in yaaa? Saya sudah mau sign in, udh dapet otp di email, tp di laman aplikasi nya gaada kolom untuk input kode otp. Moon bantuan",2021-12-19 22:46:46
Sie Denisha,LOADING MULU,2021-12-19 22:14:47
Arizal Akbar Sugiyanto,Gabisa masuk padahal udah daftar pas udah mau login malah gabisa tertulis Server Error maunya gimana sih?,2021-12-19 22:03:50
Muhammad Choirul,Ok,2021-12-19 20:05:44
buathotelcepet Buat,Mantappp banyak rewardnyaaa,2021-12-19 18:11:10
Luthfia Khansha,keep error,2021-12-18 15:15:58
Paul Pranata,Good,2021-12-18 14:58:53
hari anton,Keren bgt,2021-12-18 11:20:54
Rere Sumihar,Good,2021-12-17 14:14:07
Nina Mawarti,"Terima kasih ya Starbucks, setelah update dgn versi yg ini, aplikasi Starbucks sy bisa di buka lagi... 👍👍👍",2021-12-17 12:35:58
Yossi Christopher,Okeah,2021-12-17 11:50:27
Patrica Eunike Vanuela S,Keren,2021-12-17 08:43:46
Ondri Abdullah,Maintain Good Job Mike...,2021-12-17 06:37:39
Yohan Djunaidi,Serve n Kept goin,2021-12-17 04:47:30
Herman Beis,Bagus,2021-12-16 18:40:47
Erwin Umar,Ok mantap keren bagus yuhhuuuu,2021-12-16 17:41:41
Warung Kelontong,Bagus,2021-12-16 12:25:29
Candy Angela,Enak,2021-12-16 10:10:55
Albert Sihite,Good,2021-12-15 19:45:40
Auntie Ncus,Suka ..pelayanan sangat baik,2021-12-13 19:53:18
Surya Paloo,Makin Croot dech suka sama Starbucks mantul lah... Banyakiiin promo yang Croot croot Biar Mantap,2021-12-13 19:35:02
Arini Serda,Aplikasi nya tidak bisa dibuka setelah mengaktifkan airplane mode,2021-12-09 08:04:57
Muhammad torik Mustakim,Ribet login nyaa,2021-12-08 14:12:05
Neneng Setyawati,Login gak bisa nih. Ga dikirimin kode verifikasi ke Gmail nya .. payah.,2021-12-06 12:01:35
Gilang Akbar,Interface bikin ribet lebih dari bank buat lebih efisien seperti gesture atau pin . setalah logout harus ini itu apk untuk minum bukan perbankan aman sih aman cuma terlalu ribet buat yg seefisien mungkin,2021-12-02 22:15:24
Nova Auliya,Memudahkan sekali utk yg sering lupa naruh atau ketinggalan Starbuck Card. Tapi pricelist menunya belom ada. Semoga kedepannya ada dan semoga tambah laris hehe,2021-12-02 12:58:29
Bung Oxy,Good,2021-11-26 09:07:21
Kezia Suryanto,"Kenapa mau buka app ga bisa?? Keterangan nya ga, ada signal padahal wifi full dan lancar banget ga ada masalah.. Payah banget nih applikasi.. Percuma download klo ga bisa di pake",2021-11-22 11:18:54
Natasya Aurumi Rubianto,"Ga bisa login, orang passwordnya juga sama. Reset password ttp ga dpt email :))",2021-11-21 23:54:57
Ririn Ernawati,"Sering log out, dan g bisa masuk lagi sampai sekarang, sudah lupa pasw diganti pas mau masuk dibilang invalid User Id or Pasword",2021-11-19 22:50:23
V Juwin,Kok saya udah 3minggu ini ga bisa² login ya?,2021-11-17 14:36:37
jouns velius,Daftar sejak 2016 tidak jadi jadi. Aplikasi starbucks indonesia 👎🏿👎🏿👎🏿👎🏿👎🏿. Pelanggan setiamu sampai sekarang.tapi aplikasimu yang mengekecewakan.,2021-11-13 14:34:27
Tatok Tatik,Bagus,2021-11-13 11:39:39
priya sigit,"Ribet, mau join aj di bikin ribet. Udah masukin 2 email eh ga bisa. Katanya ga valid. Padahal daftar apa aj pake email itu bisa2 aj. Pas tes pake email asal2an eh malah masuk. Tp Ujung2nya ga bisa verifikasi email gra2 Cuma ngasal...jgn bikin aplikasi dh kalau ribet.",2021-11-11 22:34:09
Yulie Tan,Good,2021-11-11 16:35:51
Lee Nochi,SETIAP MAU MASUKIN KODE PIN PAKAI PAKET DATA SELALU ERROR ! GAK NGERTI LG SKRNG SM APP STARBUCKS,2021-11-11 09:57:00
Endrasena Suradigda,Pin tidak terkirim saat melakukan sign in untuk mendaftarkan akun. Sudah dicoba resend code berkali-kali tapi tidak ada kode pin yang terkirim ke email...,2021-11-08 16:14:46
Endingnya Dwi Kartini,Mantap,2021-11-06 15:26:49
Vasya Naura,Starbucknnya bagus banget,2021-10-30 17:31:59
Darma Ahmad,Promonya kadang berbeda di semua outlet starbucks,2021-10-30 07:20:10
TK. St. BERNADETTE,T c,2021-10-27 17:35:52
Eka Syahputra,Nice taste....,2021-10-27 15:54:32
Anton Cipto Wardoyo,Gimna mau dapat OTP ?? Sudah resend berkali-kali tpi sms gk ada masuk. Ada cara lain buat sign up ??,2021-10-23 10:50:15
Novianti Govira,Kode OTP nya kok ga masuk masuk ke pesan sih...,2021-10-21 11:36:26
Fitri sulistiyowati,Rasa kopi nya enak banget,2021-10-20 14:35:50
ynnah baihaqie,Sudah daftar ikutin petunjuk. Mentok2 password invalid🤣🤣🤣🤣🤣. Halooouuuuuuu!!!!!!.#starbuck indonesia#,2021-10-17 15:58:23
Sutono Wijaya,"Susah join nya, otp nya gak masuk-masuk (via SMS)",2021-10-16 15:16:12
Nabila Bachdar,aplikasi tidak bisa di buka sama sekali. pake paket data ataupun wifi. tolong segera diperbaiki.,2021-10-16 11:22:39
Alex Sandy,Susah amat app ini GK jelasss ngajak berantem gw dah tiba² keluar sendiri terus daftar nya susahnya minta ampun,2021-10-14 22:05:25
Muzhaffar Almurtadho,"ga bisa login aplikasi semenjak update, refresh page mulu anjir tolong donk ditindak lanjuti team developer nya",2021-10-13 08:55:59
siu self,Jos,2021-10-10 17:15:44
Niza Oktaviani,sumpah ga bisa ganti pasword.... ga masuk email nyaa... ampunnnn,2021-10-07 17:13:30
Lita Nadia,trash.. i download it 3 times and still cant open the app. it says i dont hv connection. my internet connection is running well. Such a waste of time downloading this app.,2021-10-07 09:02:57
Amsir Amsir,Saya belon dapat order Starbucks indonisah,2021-10-05 11:24:18
Raiden Ei,"Tiap buka aplikasi selalu konfirmasi kode ke email, RIBET!",2021-10-02 22:21:51
Dea Friana,Sangat menyenangkan dan hemat waktu menggunakan applikasi ini,2021-09-28 10:37:25
Galih Umbara,"Lambat ngirimin kode OTP nya lewat email,klo bisa jngn lewat email lgi ngirim otp nya melainkan lewat w'a atau SMS",2021-09-23 08:44:49
Indah Cantik,Tempat diskusi yg enak banget ....,2021-09-20 17:04:24
Lisia Ayu,Is the best,2021-09-14 08:28:35
Budiyanto SE,Kenapa ndak bisa log in dan infonya internal server error,2021-09-10 14:20:17
serli waskitha,"Sdh berhasil daftar tp ga bisa login, daftar ulang dikatakan email sdh terdaftar, buat lupa password, email reset password tdk ada masuk, pilih login muncul notif internal server error. Berulang kali install re install tetep g bisa juga. Payah...",2021-09-10 11:27:58
ayu amilia,Happy,2021-09-10 11:01:24
Ri Anti,Internal server eror terus!,2021-09-09 18:34:00
Vika Novika,Setiap log in internal error trs.,2021-09-09 13:06:27
Wulansari Natasia,Menyenangkan,2021-09-09 12:29:36
Annisa Yasmin,"Kak saya barusan membuat lagi join up dengan email dan pw yang berbeda tetapi pas di sign in nya malah tidak bisa, kenapa ya ini?",2021-09-09 12:14:18
Naya Hidayah,ga bisa sing in...internal error mulu masa😏,2021-09-07 22:42:35
Sendy Aditya Pratama,Mau login error mulu,2021-09-07 15:08:43
Renaldus Inkam,"Karena diinfo kasirnya tuk download Starbucks makanya mau download, belom tahu akan ada manfaat atau tidak. Tapi begitu mau proses registrasi, susahnya minta Ampun, error Mulu, kayak penting banget aja, kayak dibutuhkan banget aja hahaha, langsung DELETE, menyebalkan proses registrasi nya, HAPUSlah gag butuh",2021-09-06 18:47:24
Aditya Kurniawan,"Driver gojek & grab yg pernah jadi member platinum pada masanya, syg udh goresto",2021-09-06 15:52:53
Suliana Lie,👍,2021-09-06 15:16:44
K. Adji,Banyakin promo ya...,2021-09-06 07:18:37
nisma dewi,Kenapa setelah diperbaharui malah aksesnya no wifi terus??? Padahal sinyal n kuotaku penuh,2021-09-05 19:48:17
Herry Hariman,"Saya tidak bisa sign in sudah beberapa kali coba, padahal jaringan internet bagus, apa solusinya?",2021-09-05 17:10:22
Yani 8989,Smoga di acc,2021-09-05 15:36:59
Indriani,"Baru join, kok pas mau sign in gak bisa masuk. Error mulu. Ini gimana ya? Apakah kalo di android emang gak bisa?",2021-09-05 08:23:02
Leo Bekasi,Gak bisa di akses,2021-09-04 21:15:10
Gi N,Not good,2021-09-04 14:54:35
Vanny edi Pardede,Free one vintage,2021-09-02 16:59:08
Inggrid William,Stelah d update dibuka mesti pake Wifi g bisa kuota hp ... jelek banget,2021-09-01 11:08:00
Ahmad Al Fatih,Wah saya dapatkartu nya saya dapat makanan dan minuman,2021-08-29 18:01:15
Early Septiningsih,Senang dengan diskon²nya,2021-08-20 10:59:43
Doddy Sumantry,RIBET KALI YA MAU LOGIN AJA.....GA GUNA APLIKASI KAYAK GINI,2021-08-19 13:02:12
Putri Priscillia Pratiwi,Aplikasi ini mempermudah dan membuat saya banyak dpt promo. namun jika batre hp saya habis. maka saya yg susah.,2021-08-15 21:17:33
dhimazharjo444,Knp review org² pada gak bagus? Berarti emg gak cocok pny aplikasi spt kopi kenangan yg nyaman di pakai.,2021-08-15 09:10:30
Rika Eka Putri,"Setelah di update, ga bisa d bukaa Can't connect to the network terus 😢padahal ada kuota, solusi nya gmn min",2021-08-12 05:12:16
Juliawaty Tan,Ok,2021-08-11 10:00:25
Iin Yulinda hengky irawan,Kopi susu,2021-08-09 15:40:19
Ken Ken,My Fav cafe 🥰 & coffee,2021-08-09 06:32:56
Walid Arise,Good Jobs,2021-08-07 07:58:35
yusilvania Budiati,"Setelah diupdate aplikasi malah tidak bisa dibuka terus, selalu tulisannya retry jaringan tidak ada, pdhl sedang connect wifi hufft jd repot cek saldo dan rewardnya",2021-08-06 15:48:30
Ammatul Nur Azizah,👍,2021-08-06 15:34:44
rifki farros,"kode verifikasi hbs daftar mana gamasuk2 email dh bener, ealah ribet",2021-08-06 08:35:04
indah juany,"Kirain cuma gw doang yg gak bisa login, buat dapet code verifikasi di gmail gak masuk-masuk email nya, mohon di bantu untuk masalahnya",2021-08-05 12:02:22
Aci Yuliawati,"Aplikasi tidak bisa dibuka jika menggunakan kuota hp,, kl saya pake WiFi kantor baru bisa. Tdk user friendly stlh diupdate, aplikasi jadi butuh kuota yg besar untuk membukanya. tlng diperbaiki..",2021-08-05 07:17:23
Benny Thama,Akhirnya setelah tidak bisa dibuka sekarang dah bisa lagi lancar.. terima kasih banyak,2021-08-04 12:19:32
Nurhayati Nunu,Tetap menjadi idola unk keluargaku BiHiZa,2021-08-03 04:42:50
Arya Wirayuda,"Kurang kompatibel saat isi pin, malah dikira isi otp, keyboardnya jadi naik turun, tapi apps keuangan lainnya lancar lancar aja Perbaikan masalah sangat cepat, feedback costumer didengar dengan baik",2021-08-01 23:37:58
Tedi Purba,Buang2 waktu gw aja,2021-08-01 19:51:27
Ayu Pratiwi,Good,2021-08-01 01:44:54
Takdir Muliono,Apakah Ulasan ini membantu. tolong supaya bisa di cek unek uneknya.,2021-07-29 09:10:57
Berty Adinatha,Mudah diakses,2021-07-29 08:50:46
hady wahadi,kembangin terus ...,2021-07-28 08:08:06
Rama Saleh,"As long as keren seh,,, cuman ada bbrp outlet yg pelayanan nya lambat meskipun Costumernya kurang",2021-07-27 14:49:59
Christina Hartawan,"Pokoknya klu mau ngopi ingat starbucks, soalnya ada susu soya😄😄",2021-07-27 14:00:50
Daffa Naufal Rachmat,"yassalam , ini aplikasi kok makin ancur fungsionalitas + UI nya awowkwkw, gw mantan developer android starbucks yang dulu pernah nanganin ini aplikasi, perasaan terakhir update UI sign up nya masih rapih dah, ini jadi begajulan lagi wkwkw, mana force close pas di coba",2021-07-25 21:31:13
Adi KozeK,Good saya sering dapat bonus,2021-07-24 15:02:22
Gunadi Andreas,"Jujur sih, buat di hape jadul ga enak bener app nya, aku kasih bintang 5 karena aku yakin kalian masih bisa terus berkembang. 😊👍👍",2021-07-24 14:27:36
Dwi Khristina,Sbucks knp yaa ga bs sign in,2021-07-24 11:46:56
Imelia Chow,Setelah diperbarui malah ga bs login kembali.,2021-07-24 09:14:57
poundra rizky,"Setelah update, malah tidak bisa log in karena ""internal server error"". Coba beberapa kali log in malah tetep tidak bisa dan akun di block 😂",2021-07-24 08:20:38
Sitole Tuntang,Gila sih sekelas starbcuk apps nya kaya gini jeleknya. Ketika apps di buka ga bisa2,2021-07-24 02:28:47
nova frisrielya,hari ini sy mo bayar pk starbucks mobile app..tp sm sekali ga bisa di buka..udah di uninstall terus di download lg ttp ga mau terbuka...berat bgt kynya masalah starbucks app ini..,2021-07-23 21:39:46
andre as,"Ini kenapa ya, app nya gak bisa dibuka. Sudah update padahal 😞",2021-07-23 20:04:25
Dyna Tjen,SB the best...😍😘,2021-07-23 18:47:55
Ivan Satriyadi,Ada problem apa ya kok ngga bisa di buka aplikasi nya?,2021-07-23 18:41:25
Nurkholis Husin,mudah dan fungsional,2021-07-23 18:27:21
Yizhi Inglan,"adanya Starbucks di sby sangat enjoy utk ngeloby dgn para kolega, juga suasananya sangat nyaman utk share dgn para businessman",2021-07-23 17:11:37
Rahmad Purnomo,"Kekurangannya cuma 1 nggak bisa ganti nomor hp kalo udah jadi Member Premium. Rubahlah itu peraturannya, masa mau ganti nomor g bisa",2021-07-23 15:27:43
agnezz ariendra,Setelah di instal ga bisa ke buka,2021-07-23 13:59:58
Irene Adriaansz,Di update tapi ngga bisa sign in lagi ke aplikasinya dan akibatnya ngga bisa cek saldo dan reward. Begitu beli langsung di counter jumlah reward beda dengan sebelum di update. Adakah solusi untuk hal ini? Hub customer service solusi yg diberikan tidak menjawab masalah.,2021-07-23 13:06:06
sariyono karlin,"Kemarin tgl 21 juli di suruh up date,langsung saya up date... Eeee...sampe tgl 23 ini aplikasi tdk bisa di buka setelah di up date..",2021-07-23 12:36:30
Feri Idham L (FUAZ4670),Update jadi ga bisa di buka,2021-07-23 11:57:05
Mahatma Rendra,Habis update terbaru malah ga bisa di buka ngebuk aplikasinya,2021-07-23 11:17:31
evi dwi rukmanasari,hallo kok setelah pembaruan app gak bisa dibuka yaa???,2021-07-23 09:47:30
Irfan Ramdhoni,"Aplikasi tidak bisa di buka setelah update, tolong di perbaiki dan update kembali",2021-07-23 08:35:12
Yohan Sianggana,"Perasaan Tambah hari gak tambah memudahkan ya, tambah ribet, tambah banyak masalah, sekarang aplikasinya tidak bisa dibuka, padahal masih lumayan saldonya, kacauuu, gimana kalo gini???",2021-07-23 06:57:00
efendi junaifi,Kenapa sering log out sendiri,2021-07-23 06:05:26
Tan Sioe ing,Aplikasi tidak bisa dibuka,2021-07-23 04:39:57
fitria aminoto,"Hari ini saya topup saldo ecard saya sebesar 200.000 kenapa tidak masuk ya hiks..saya topup sblm aplikasi diupdate, ketika update ko saldo malah tidak masuk, dan histori tidak muncul padahal di aplikasi sebelumnya ada akan tetapi saldo tidak nambah, gmn solusinya?",2021-07-21 06:26:47
Arief Riyadi,"Parah beud, isi kode / otp masa harus klik kotaknya 1 per 1,",2021-07-17 11:56:26
Jimat Aja,Aplikasi tolol. Verifikasi aja di persulit!,2021-07-15 19:15:31
Gabriela giacinta,So bad.... Why i can't join in starbuck ? Why I can't make an account ? And why i don't get my OTP CODE ?,2021-07-13 08:03:13
Ardi Kurniawan,Bagaimana saya mengetahui nomor kartu starbuck dan pin nya??,2021-07-12 21:31:11
Ryan Maulana,Nice,2021-07-12 21:07:08
Kasep Bageur,Nice,2021-07-12 12:05:31
hendra febrianto saputra,👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👍👍👍👍👍,2021-07-09 20:08:26
Septi Daha,Starhucks... Septy,2021-07-09 14:34:02
Sofia Moesamo,Ok,2021-07-05 22:56:41
nhazar 10,Mau daftar aja susah banget. Jadi berasa aplikasinya gak membantu sama sekali,2021-07-05 17:13:13
Rosalindaa Lestari,Tolong dong starbucks saya udah berkali kali log in di aplikasi nya tapi tidak perna dapat kode otp sms dari starbucks gmn saya mau log in ??,2021-07-05 08:01:44
ines sabilla_1,🍺,2021-06-27 18:34:04
Alyssa revanesen,Good aplikasi,2021-06-25 22:07:29
Budiman H,Mantappppp.......👍👍👍👍👍,2021-06-23 13:57:27
Setyo Utomo,"Kenapa ngga bisa top up ya? Abis klik nominal ngga lanjut ke step berikutnya, balik lagi ke pilihan nominal. Sebelumnya ngga gini padahal.",2021-06-22 14:35:36
Rehan Fauzan,"Aplikasi terlalu basic,tidak menarik. System masih eror",2021-06-19 10:00:58
Rizky Maulana,"Tidak bisa daftar, fomat email tdk valid trs",2021-06-17 12:22:05
Paul Jonathan,Bagus banget,2021-06-16 21:10:27
Maghfira Febriyanti,Apk jelek .lemot bgt.. udh gtu w ikutin sesuai petunjuk msukin member card..malah ke login n no membernya gada,2021-06-16 07:25:52
Bisma 144,Mantap,2021-06-11 16:48:22
Bang Ully,Minuman coffee favorite keluarga indonesia,2021-06-10 04:44:35
andreas avelino,"AUTO RE LOGIN TERUS, SURUH SET NEW PASSCODE MULU DENGAN KIRIM OTP KE EMAIL SANGAT MEREPOTKAN!!! SEPERTI TIDAK NIAT MEMBUAT APLIKASI, MUNGKIN KURANG PENGALAMAN DI DALAM MEMBUAT FIRE WALL PATCH KEAMANAN DATA PENGGUNA E KARTU STARBUCKS SEHINGGA DIBUAT AUTO RE LOGIN DENGAN CARA BUAT ULANG SET NEW PASSCODE. SANGAT SANGAT MEREPOTKAN!!!",2021-06-09 11:49:19
Chres Charlilo,"Really bad UI & UX, even to create a password requires many conditions.",2021-06-08 19:13:29
fitria sari,"Ini aplikasi tersulit saat mau join nya, padahal sdh ikutin semua direction",2021-06-04 15:31:06
nur intan mutmainah,"Baru dwonload ni app, tp blm coba top up Bantu jawab yg loginnya susah dan tidak dapat kode verifikasi coba cek difitur email kalian dikategori promosi atau spam ya. Karna otp login yg saya terima pun masuk dispam",2021-06-04 12:23:06
muk sun,Bintang yg bicara...nyesel download aplikasi ini,2021-06-03 00:14:02
Kika Malika Hay Hay,"Penasaran dg aplikasi ini krn banyaknya komplain yg katanya susah bgt utk bikin account & login, ternyata ngga seperti yg dikomplain'in. It's so easy, man!!! Please be smart, less complaining!",2021-05-31 11:07:41
AGUS NURHALIM,"Sudah di install. Register via otp oke. Begitu login, minta verification via email. Ini yg masalah. Tolong perbaiki infrastrukturnya. Sudah, saya periksa di semua folder. Tidak ada.",2021-05-30 20:20:37
Kagayakashii Kuro,Gak bisa login,2021-05-29 12:51:17
Heaven Stars Enterprise,Kalau ada fasilitas topup itu yang benar. Selalu gangguan terus kalau mau topup. Buat apa ada fitur itu kalau tidak bisa!,2021-05-28 17:43:48
Maryana Lakena,Bagus,2021-05-24 19:31:05
arifin billah,Ga bisa masuk,2021-05-22 15:34:20
Angga Miraz,payahhh... tidak bisa registrasi.... sdh berulang.... buang2 waktu saja.... langsung uninstall aja gaes...,2021-05-22 10:15:59
Nafisah Rahimi,Aplikasi yang sangat buruk,2021-05-21 21:11:24
Tanggul Jaya,Memudahkan,2021-05-20 23:46:34
Enmore CoverSeat,Jelek,2021-05-20 16:20:10
Tri Widyan,"Saya ini udah 2 tahun gak login ke akun & aplikasi starbucks. Saya juga lupa dengan password akun saya, diinget-inget juga saya lupa. Masa fitur forget password gak bisa, GAK JALAN! Server sibuk apalah. Gimana sih. Sayang banget itu akun saya. Mana ada reward welcome back gak bisa saya cek.",2021-05-20 08:20:42
Ahmad Syaifullah,Pendukung Zion*s,2021-05-19 22:01:25
Zahra Channel,Damned!!,2021-05-19 21:12:29
Onnie Onnie,Login susah,2021-05-19 12:35:31
edwin keano,Kecewa lahhh...ribettt...otp...otp...gagal trusssss... Tdk puas nih....ternyata banyak yg complaint hal yg samaaa...tolong di perbaiki sistemnya....sekelas starbucks tp kok susaahhh yaaa...just masukan agar diperbaiki...dipermudah utk pelayanan terbaik...makasih,2021-05-19 06:44:47
Aldo Rinaldi,App jancukon,2021-05-18 20:23:27
Chandra Gunawan,"Mantap, mohon ditambahkan fitur history pembelian",2021-05-18 17:50:42
Nazwa Yolanda,good!,2021-05-18 14:40:29
Akmil Faizal,Like,2021-05-18 09:01:49
Sadila Statifani,"Susah banget mau login, padahal udah bener semua email dan passwordnya Gimana solusinya ?",2021-05-17 15:55:57
Jonny Jonny,Tidak bs login 😭,2021-05-17 14:28:52
Mamah Suminarti,"kok login nya susah banget ga masuk2... sms nya ga dateng2... udah di retry terus tetep aja ga ada sms, padahal udah di otomatis",2021-05-16 16:39:26
Maria Laurentia,"Taste Starbucks selalu membuat perasaan ku jadi tenang..nyaman..hhmm fell free and happiness deh, deliciouss👌",2021-05-15 10:19:23
ralfa q,Otp gabisa uda 13x,2021-05-15 03:03:36
Bayu Setiawan,"loginnya susah, mau sign in. disuruh masukin kode OTP di email, dimasukkan tetep gak bisa katanya kode salah. harap diperbaiki. jadinya uninstall dl....",2021-05-14 07:47:24
Mo Arieq,Ok,2021-05-13 18:45:41
Aribowo Vdvd,Kenapa ga masuk2 w udah isi ulang pake atm ????,2021-05-12 12:54:55
Foresman Simanjuntak,Sangat membantu! Trus tingkatkan pelayanan ya. Thanks :),2021-05-08 16:24:23
